,overall_qual_x,gr_liv_area_x,garage_area_x,garage_cars_x,total_bsmt_sf_x,1st_flr_sf_x,year_built_x,year_remod/add_x,full_bath_x,garage_yr_blt_x,mas_vnr_area_x,totrms_abvgrd_x,fireplaces_x,ms_subclass_x,open_porch_sf_x,wood_deck_sf_x,lot_area_x,bsmt_full_bath_x,half_bath_x,2nd_flr_sf_x,bsmt_unf_sf_x,bedroom_abvgr_x,screen_porch_x,overall_cond_x,saleprice_x
1039,7,1223,480.0,2.0,600.0,520,2005,2005,2,2005.0,0.0,4,0,160,166,0,2544,0.0,1,623,600.0,2,0,5,147400
1040,7,1452,506.0,2.0,691.0,713,1999,1999,2,1999.0,218.0,6,0,160,34,0,3768,1.0,1,739,142.0,3,0,5,156000
1041,5,1308,400.0,2.0,880.0,880,1915,1978,2,1950.0,0.0,6,0,50,0,0,10320,0.0,0,428,880.0,2,0,6,120000
1042,7,1374,400.0,2.0,384.0,744,2004,2004,2,2004.0,0.0,7,0,80,0,0,9734,0.0,1,630,30.0,3,0,5,167000
1043,7,1504,437.0,2.0,1346.0,1504,2005,2006,2,2005.0,14.0,7,1,120,20,156,3182,0.0,0,0,1330.0,2,0,5,191000
1044,6,1384,390.0,2.0,384.0,754,1997,1997,2,1997.0,0.0,7,1,80,0,0,8872,0.0,1,630,384.0,3,0,5,161500
1045,5,1411,310.0,1.0,1204.0,1411,1955,1975,1,1955.0,0.0,7,1,20,82,278,12198,0.0,0,0,424.0,3,0,6,130000
1046,5,970,624.0,2.0,970.0,970,1963,1963,1,1996.0,0.0,5,0,20,24,0,8480,1.0,0,0,340.0,2,192,6,132500
1047,5,904,912.0,3.0,864.0,904,1970,1970,1,1979.0,0.0,5,0,80,0,143,10200,0.0,0,0,160.0,3,0,8,144000
1048,5,2233,579.0,2.0,0.0,1100,1979,1979,2,1979.0,0.0,11,0,90,0,0,9555,0.0,1,1133,0.0,5,0,6,141000
1049,4,875,728.0,2.0,385.0,875,1972,2006,1,1975.0,0.0,5,0,20,0,352,7200,0.0,0,0,0.0,3,0,8,117000
1050,6,754,0.0,0.0,520.0,520,1935,1982,1,1980.0,0.0,5,0,190,0,53,6780,1.0,0,0,30.0,2,0,8,84500
1051,4,1663,529.0,2.0,1364.0,1663,1954,1994,1,1954.0,0.0,6,2,20,137,224,53227,1.0,0,0,248.0,2,0,6,256000
1052,5,925,429.0,1.0,925.0,925,1965,1965,1,1965.0,0.0,5,0,20,0,0,9100,0.0,0,0,121.0,2,0,6,117500
1053,5,1308,256.0,1.0,728.0,976,1940,1950,1,1940.0,0.0,7,2,50,70,0,9600,1.0,1,332,300.0,2,0,7,160000
1054,5,1375,323.0,1.0,1240.0,1375,1956,1998,1,1956.0,0.0,6,1,20,0,0,14175,1.0,0,0,332.0,3,0,5,187000
1055,8,2385,818.0,3.0,1317.0,1217,2003,2003,2,2003.0,280.0,7,1,60,228,192,14277,1.0,1,1168,379.0,3,0,5,350000
1056,5,1792,480.0,2.0,896.0,896,1974,1974,2,1982.0,0.0,8,0,90,45,0,9000,0.0,2,896,896.0,4,0,5,133000
1057,8,2464,650.0,3.0,2418.0,2464,2007,2007,2,2007.0,554.0,9,1,20,78,358,13693,1.0,1,0,195.0,4,0,5,417500
1058,7,1569,660.0,3.0,1386.0,1569,2007,2007,2,2007.0,130.0,7,1,120,20,143,3635,0.0,0,0,398.0,1,0,5,175900
1059,9,1680,1138.0,3.0,1555.0,1680,2009,2009,1,2009.0,242.0,8,1,20,24,185,10933,1.0,1,0,534.0,1,0,5,323262
1060,7,1337,531.0,2.0,1337.0,1337,2003,2003,2,2003.0,0.0,6,0,20,39,0,8450,1.0,0,0,638.0,3,0,5,185000
1061,6,816,240.0,1.0,816.0,816,1934,1950,1,1949.0,0.0,4,1,30,0,228,8550,1.0,0,0,242.0,2,0,8,129800
1062,7,1541,532.0,2.0,1541.0,1541,2005,2005,2,2005.0,226.0,7,1,20,70,0,12182,0.0,0,0,340.0,3,0,5,220000
1063,4,1573,240.0,1.0,884.0,989,1935,1995,1,1935.0,0.0,6,0,50,0,0,6120,0.0,0,584,884.0,3,120,7,133000
1064,4,1461,384.0,1.0,832.0,832,1949,1996,2,1949.0,0.0,6,0,50,204,0,10800,0.0,0,629,832.0,4,0,7,133500
1065,6,2048,776.0,2.0,1958.0,2048,1976,1976,3,1976.0,0.0,9,0,90,0,0,12760,0.0,0,0,1958.0,5,0,5,170000
1066,6,1642,392.0,2.0,903.0,910,1993,1994,2,1993.0,0.0,7,1,60,84,290,7655,0.0,1,732,903.0,3,0,5,168000
1067,6,1470,624.0,2.0,738.0,868,1922,1994,1,1970.0,0.0,6,0,70,0,0,10560,0.0,1,602,455.0,2,0,7,140750
1068,6,2299,482.0,2.0,938.0,957,1999,2003,3,1999.0,0.0,7,1,60,30,188,7500,0.0,1,1342,938.0,5,0,5,204000
1069,7,2035,434.0,2.0,884.0,884,2001,2001,2,2001.0,180.0,8,1,60,48,144,9505,0.0,1,1151,884.0,3,0,5,222500
1070,5,999,300.0,1.0,925.0,999,1962,1962,1,1962.0,0.0,6,0,85,72,150,10205,1.0,0,0,141.0,3,0,5,134500
1071,8,1378,540.0,2.0,1378.0,1378,2004,2004,2,2004.0,0.0,6,1,120,56,160,4379,1.0,0,0,527.0,2,0,5,214000
1072,5,1118,410.0,2.0,793.0,793,1939,1950,1,1939.0,0.0,5,1,190,0,0,7800,1.0,0,325,286.0,3,271,7,119900
1073,4,1440,0.0,0.0,1440.0,1440,1955,1955,2,1980.0,270.0,8,0,90,0,0,12108,0.0,0,0,1307.0,4,0,4,118000
1074,5,1134,254.0,1.0,1010.0,1134,1960,2002,1,1960.0,45.0,6,0,20,16,0,7000,0.0,0,0,422.0,2,0,7,135000
1075,6,1848,370.0,2.0,833.0,1053,1923,2000,1,1922.0,0.0,8,1,50,0,0,13053,0.0,1,795,833.0,4,220,7,207000
1076,6,1694,576.0,2.0,1181.0,1390,1925,1950,2,1925.0,0.0,7,1,50,0,342,8400,0.0,0,304,758.0,4,0,5,136500
1077,4,901,281.0,1.0,901.0,901,1954,2000,1,1954.0,0.0,4,0,20,0,0,6000,0.0,0,0,901.0,2,0,7,107900
1078,6,1409,528.0,2.0,861.0,861,1938,1950,1,1968.0,0.0,6,1,50,0,225,6240,1.0,1,548,809.0,3,0,5,126000
1079,6,1656,528.0,2.0,1080.0,1656,1960,1960,1,1960.0,112.0,7,2,20,62,210,31770,1.0,0,0,441.0,3,0,5,215000
1080,10,2332,846.0,3.0,1682.0,1742,2007,2008,2,2008.0,272.0,9,1,60,134,196,12474,1.0,1,590,402.0,3,0,5,426000
1081,5,1113,264.0,1.0,1113.0,1113,1950,2007,1,1950.0,0.0,5,1,20,80,0,9600,0.0,0,0,506.0,3,0,7,147000
1082,6,1232,440.0,2.0,816.0,1232,1916,2000,1,1916.0,0.0,6,1,30,0,0,8574,0.0,0,0,816.0,3,0,8,147500
1083,9,1950,706.0,3.0,1950.0,1950,2007,2007,2,2007.0,480.0,7,1,20,207,156,14418,1.0,0,0,575.0,2,0,5,383000
1084,7,1872,604.0,2.0,1845.0,1872,1988,1988,2,1988.0,102.0,6,1,20,39,197,10400,0.0,0,0,916.0,3,0,5,241500
1085,6,1264,400.0,2.0,676.0,676,1914,1995,1,1994.0,0.0,6,0,50,0,424,15564,0.0,0,588,676.0,3,0,6,147500
1086,8,2500,683.0,3.0,1168.0,1168,2005,2005,3,2005.0,130.0,9,1,60,32,192,13543,0.0,1,1332,1152.0,5,0,5,355000
1087,5,784,0.0,0.0,784.0,784,1924,1950,1,1980.0,0.0,5,0,45,0,0,6130,1.0,0,0,0.0,2,0,6,109500
1088,2,612,308.0,1.0,0.0,612,1940,1950,1,1965.0,0.0,4,0,30,0,0,5925,0.0,0,0,0.0,1,0,4,45000
1089,7,2403,349.0,1.0,1032.0,1207,1940,1950,2,1940.0,0.0,10,2,70,0,56,24090,0.0,0,1196,1032.0,4,0,7,244400
1090,6,1644,418.0,2.0,1416.0,1644,1953,1953,1,1953.0,238.0,7,2,20,0,110,9600,1.0,0,0,131.0,3,0,5,167000
1091,7,1729,542.0,2.0,860.0,860,2002,2002,2,2002.0,214.0,7,0,60,63,386,8158,0.0,1,869,860.0,3,0,5,200000
1092,5,879,180.0,1.0,830.0,879,1936,1950,1,1936.0,0.0,4,0,30,108,0,5220,0.0,0,0,830.0,2,0,3,80000
1093,5,864,572.0,2.0,864.0,864,1955,1990,1,1957.0,0.0,5,0,20,0,0,8172,1.0,0,0,697.0,2,0,7,115000
1094,6,1196,297.0,1.0,1196.0,1196,1956,1956,1,1956.0,74.0,6,1,20,44,0,9000,1.0,0,0,580.0,2,0,5,139000
1095,6,1400,440.0,2.0,672.0,672,1978,1978,1,1978.0,203.0,6,1,60,0,0,7844,0.0,1,728,463.0,3,0,7,149500
1096,4,1510,296.0,1.0,755.0,755,1940,1950,1,1940.0,0.0,7,1,70,0,120,9084,1.0,0,755,755.0,4,0,5,108000
1097,4,1294,0.0,0.0,0.0,694,1900,2000,2,1980.0,0.0,7,0,190,114,220,10800,0.0,0,600,0.0,3,0,7,106250
1098,7,1240,826.0,3.0,1240.0,1240,2006,2006,2,2006.0,0.0,5,0,20,93,140,8556,0.0,0,0,1240.0,2,0,5,194000
1099,5,988,624.0,2.0,988.0,988,1962,1962,1,1977.0,51.0,6,0,20,0,0,9100,1.0,0,0,952.0,3,0,4,129500
1100,5,1560,792.0,3.0,1560.0,1560,1968,1968,2,1968.0,0.0,8,0,90,0,0,8668,0.0,0,0,1560.0,4,0,5,126000
1101,5,1368,195.0,1.0,1078.0,1368,1950,1950,1,1950.0,0.0,6,0,20,41,0,11767,1.0,0,0,0.0,3,0,5,120000
1102,7,1484,606.0,2.0,1473.0,1484,2004,2005,2,2004.0,109.0,7,0,20,35,0,8400,1.0,0,0,761.0,3,0,5,213000
1103,8,1226,484.0,2.0,1226.0,1226,1980,1980,1,1980.0,0.0,4,1,120,78,133,3874,1.0,0,0,419.0,1,0,5,190000
1104,6,1169,402.0,2.0,1160.0,1169,1993,1994,2,1993.0,112.0,6,1,20,26,0,8076,0.0,0,0,455.0,3,144,6,183500
1105,7,1651,276.0,1.0,725.0,1035,1963,1999,2,1963.0,364.0,6,2,80,46,460,10090,0.0,0,616,0.0,4,165,5,172000
1106,4,816,288.0,1.0,816.0,816,1938,1958,1,1958.0,0.0,3,1,20,0,0,8877,1.0,0,0,126.0,2,0,6,100000
1107,7,1564,814.0,3.0,1564.0,1564,2007,2007,2,2007.0,212.0,6,0,20,24,0,11058,0.0,0,0,1508.0,3,0,6,218836
1108,6,1912,672.0,2.0,482.0,1221,1905,2000,2,2003.0,0.0,7,1,190,25,0,10800,0.0,0,691,482.0,3,0,7,163000
1109,7,1525,534.0,2.0,1510.0,1525,2006,2006,2,2006.0,0.0,6,1,20,18,100,10936,0.0,1,0,1510.0,3,0,5,206580
1110,6,1456,390.0,2.0,728.0,728,2005,2006,2,2005.0,0.0,8,1,60,24,0,8461,0.0,1,728,728.0,3,0,5,163990
1111,5,1330,390.0,1.0,396.0,665,1910,2004,1,2001.0,0.0,7,0,70,72,0,7518,0.0,0,665,396.0,3,0,8,116500
1112,7,1720,400.0,2.0,840.0,840,2002,2003,2,2002.0,0.0,7,1,60,48,138,8010,0.0,1,880,840.0,3,0,5,188000
1113,5,1280,432.0,2.0,793.0,1280,1966,1966,2,1966.0,87.0,6,1,85,40,140,10050,0.0,0,0,191.0,3,0,6,175000
1114,8,1179,480.0,2.0,1166.0,1179,1988,1988,2,1988.0,0.0,5,0,120,108,0,4740,1.0,0,0,918.0,2,135,5,182000
1115,5,960,576.0,2.0,850.0,960,1926,1980,1,1981.0,0.0,5,0,30,0,0,6978,0.0,0,0,850.0,2,0,7,103000
1116,10,2633,804.0,3.0,2633.0,2633,2001,2002,2,2001.0,705.0,8,2,20,140,314,11400,1.0,1,0,1351.0,2,0,5,466500
1117,6,988,297.0,1.0,988.0,988,1959,1998,2,1959.0,0.0,6,0,20,0,156,9240,1.0,0,0,280.0,3,0,8,149500
1118,7,1055,319.0,1.0,1061.0,1055,1978,1978,2,1978.0,0.0,4,0,120,32,108,2304,0.0,0,0,423.0,2,0,7,142500
1119,5,1422,352.0,1.0,1290.0,1422,1926,1950,1,1973.0,0.0,6,0,30,0,0,7223,0.0,0,0,971.0,3,0,5,136500
1120,6,1320,484.0,2.0,630.0,630,1993,1994,2,1993.0,0.0,5,0,160,48,0,3612,0.0,1,690,292.0,3,0,5,137000
1121,7,1688,528.0,2.0,1675.0,1688,1988,1988,2,1988.0,102.0,6,1,20,48,0,12680,1.0,0,0,692.0,2,141,6,226500
1122,7,1341,506.0,2.0,1300.0,1341,1990,1990,1,1990.0,0.0,5,1,20,0,192,10176,1.0,1,0,663.0,2,0,5,171500
1123,5,954,576.0,2.0,911.0,954,1976,1976,1,1976.0,0.0,6,0,80,0,0,10780,0.0,0,0,428.0,3,0,5,132500
1124,3,1040,400.0,2.0,0.0,1040,1949,1950,2,1949.0,340.0,6,0,90,0,0,8544,0.0,0,0,0.0,2,0,4,87500
1125,7,1789,546.0,2.0,858.0,872,2001,2001,2,2001.0,513.0,7,1,60,0,0,10646,1.0,1,917,177.0,3,0,5,223000
1126,6,1537,462.0,2.0,1319.0,1537,1962,2005,1,1962.0,237.0,7,1,20,36,0,8400,1.0,1,0,1319.0,3,0,9,174000
1127,5,884,270.0,1.0,884.0,884,1951,1991,1,1951.0,0.0,4,0,20,0,0,15428,1.0,0,0,143.0,2,195,6,142000
1128,8,1489,776.0,2.0,1489.0,1489,2006,2006,2,2006.0,0.0,7,1,20,140,0,11216,0.0,0,0,1489.0,3,0,5,232600
1129,6,1309,484.0,2.0,1040.0,1309,1974,1999,1,1974.0,99.0,5,1,20,0,265,10140,1.0,1,0,0.0,3,0,6,181000
1130,6,2521,576.0,2.0,942.0,1291,1973,1973,2,1973.0,0.0,10,1,160,20,728,3964,1.0,1,1230,105.0,5,0,4,151400
1131,8,1634,866.0,3.0,1626.0,1634,2006,2006,2,2006.0,248.0,7,1,20,44,0,11428,0.0,0,0,1626.0,3,0,5,250000
1132,7,1714,496.0,2.0,980.0,980,1988,1988,2,1988.0,42.0,7,1,60,66,228,10421,0.0,1,734,586.0,3,0,5,196500
1133,7,2454,576.0,2.0,819.0,1312,1879,1987,2,1950.0,0.0,8,1,75,148,0,13500,0.0,0,1142,819.0,3,0,8,185000
1134,6,1216,336.0,1.0,1216.0,1216,1969,1969,1,1969.0,200.0,5,0,20,0,0,9000,1.0,0,0,261.0,3,0,5,113000
1135,8,1419,567.0,2.0,1419.0,1419,2007,2007,2,2007.0,0.0,7,1,20,0,140,8089,1.0,0,0,474.0,2,0,6,392000
1136,6,980,0.0,0.0,945.0,980,1975,1975,2,1980.0,250.0,4,0,90,0,0,9400,0.0,0,0,0.0,4,0,5,127500
1137,6,1573,440.0,2.0,756.0,769,2000,2000,2,2000.0,216.0,4,0,160,32,0,2117,0.0,1,804,339.0,3,0,5,177000
1138,6,2443,744.0,3.0,1158.0,1158,2004,2004,2,2004.0,353.0,9,1,60,127,193,10625,0.0,1,1285,1158.0,4,0,5,265000
1139,8,2362,1105.0,2.0,1220.0,1220,1998,1998,2,1998.0,0.0,8,2,60,0,147,8413,1.0,1,1142,319.0,3,144,5,312500
1140,10,2775,880.0,2.0,1237.0,1521,1893,2000,3,1988.0,0.0,9,1,75,502,105,13500,0.0,1,1254,1237.0,3,0,9,325000
1141,8,2014,864.0,3.0,2014.0,2014,1980,1980,2,1980.0,115.0,6,2,20,0,462,15676,1.0,0,0,189.0,2,0,8,275000
1142,7,2520,721.0,3.0,1203.0,1214,1995,1995,2,1995.0,290.0,9,1,60,114,224,9950,0.0,1,1306,638.0,4,0,5,290000
1143,6,1494,461.0,2.0,1208.0,1494,1974,2002,2,1974.0,250.0,7,2,20,0,296,15410,1.0,0,0,223.0,3,0,6,169000
1144,5,616,205.0,1.0,616.0,616,1921,1950,1,1921.0,0.0,4,0,30,0,0,6000,0.0,0,0,0.0,2,0,7,89000
1145,6,1465,393.0,2.0,789.0,789,1998,1998,2,1998.0,0.0,7,1,60,75,0,8402,0.0,1,676,789.0,3,0,5,180400
1146,8,1629,880.0,3.0,3206.0,1629,2003,2004,2,2003.0,296.0,7,1,20,0,0,10655,1.0,0,0,1603.0,3,0,5,284000
1147,5,912,275.0,1.0,912.0,912,1958,1958,1,1958.0,1.0,5,0,20,0,0,10150,0.0,0,0,456.0,2,0,5,114500
1148,7,1552,782.0,3.0,1552.0,1552,2005,2006,2,2005.0,196.0,7,0,20,20,144,10084,0.0,0,0,1528.0,3,0,5,212900
1149,7,1430,605.0,2.0,1413.0,1430,2001,2002,2,2001.0,0.0,6,0,20,33,0,16285,0.0,0,0,1413.0,3,0,5,187100
1150,6,1458,440.0,2.0,729.0,729,1999,1999,2,1999.0,1129.0,5,1,160,32,0,3230,0.0,1,729,310.0,2,0,5,176000
1151,6,1488,552.0,2.0,1488.0,1488,1968,1968,2,1968.0,0.0,7,2,20,0,0,21579,0.0,0,0,675.0,3,0,6,215000
1152,7,1582,520.0,2.0,770.0,770,2004,2004,2,2004.0,0.0,6,0,60,45,0,8320,0.0,1,812,280.0,3,0,5,185900
1153,4,864,660.0,2.0,864.0,864,1970,1970,1,1989.0,0.0,5,0,20,0,96,6960,0.0,0,0,250.0,3,0,6,120500
1154,5,1838,372.0,2.0,732.0,734,2005,2005,2,2005.0,0.0,7,1,60,40,100,21930,0.0,1,1104,732.0,4,0,5,192140
1155,5,816,264.0,1.0,816.0,816,1982,2008,1,1982.0,0.0,5,1,20,0,0,6600,0.0,0,0,175.0,3,0,9,130500
1156,4,1529,240.0,1.0,0.0,1088,1945,1950,2,1945.0,0.0,9,0,50,0,92,8405,0.0,0,441,0.0,4,0,3,98000
1157,9,2276,1348.0,3.0,2271.0,2276,2008,2008,2,2008.0,554.0,7,2,20,0,0,11778,1.0,0,0,186.0,3,255,5,475000
1158,5,1077,338.0,1.0,961.0,1077,1920,1950,1,1920.0,0.0,6,0,30,0,0,8967,0.0,0,0,961.0,2,0,2,67000
1159,8,2161,789.0,3.0,1582.0,1610,2007,2007,1,2007.0,300.0,8,1,60,120,178,10562,1.0,1,551,294.0,3,0,5,325624
1160,7,1409,576.0,2.0,1409.0,1409,2002,2002,1,2002.0,0.0,4,1,20,144,0,12864,1.0,1,0,17.0,1,145,5,245000
1161,5,1114,576.0,2.0,1114.0,1114,2004,2004,1,2004.0,0.0,6,0,20,102,0,13695,1.0,1,0,468.0,3,0,5,159000
1162,5,1073,515.0,2.0,1073.0,1073,1965,1965,1,1965.0,168.0,6,0,20,0,0,10289,1.0,1,0,237.0,3,0,7,156000
1163,10,2402,672.0,3.0,3094.0,2402,2008,2008,2,2008.0,200.0,10,2,20,72,0,15431,1.0,0,0,788.0,2,170,5,555000
1164,6,1232,516.0,2.0,1232.0,1232,1984,1984,2,1984.0,0.0,6,0,20,0,0,11120,0.0,0,0,572.0,3,0,6,162500
1165,6,1440,920.0,4.0,1344.0,1440,1993,1993,2,1993.0,0.0,8,0,90,0,288,9069,2.0,0,0,0.0,2,0,8,224500
1166,6,1488,738.0,2.0,1488.0,1488,1950,1950,2,1950.0,44.0,6,1,20,0,0,47280,0.0,1,0,1488.0,3,0,5,133000
1167,7,1509,393.0,2.0,783.0,807,2003,2003,2,2003.0,0.0,8,1,60,75,0,7875,0.0,1,702,783.0,3,0,5,180000
1168,5,845,264.0,1.0,845.0,845,1982,2005,1,1982.0,0.0,6,0,20,0,0,6600,0.0,0,0,207.0,3,0,6,134500
1169,10,2945,641.0,3.0,1410.0,1426,2006,2006,3,2006.0,1031.0,10,1,60,0,192,13682,0.0,1,1519,1410.0,3,0,5,438780
1170,6,1431,296.0,1.0,1099.0,1431,1962,1962,1,1962.0,305.0,6,1,80,110,64,9150,0.0,0,0,728.0,3,0,5,165000
1171,5,892,288.0,1.0,892.0,892,1967,1967,1,1967.0,60.0,5,0,20,0,0,7150,0.0,0,0,460.0,3,0,5,100000
1172,7,1329,441.0,2.0,1329.0,1329,1960,1960,1,1960.0,128.0,5,2,20,0,0,12285,0.0,1,0,785.0,3,0,6,176000
1173,5,1779,454.0,2.0,1763.0,1779,1955,1974,1,1955.0,0.0,6,1,20,418,0,17920,1.0,1,0,372.0,3,312,4,170000
1174,7,1555,660.0,3.0,1373.0,1555,2007,2007,2,2007.0,130.0,7,1,120,20,143,3684,0.0,0,0,1373.0,2,0,5,174000
1175,6,1236,384.0,1.0,768.0,788,1925,1950,2,1985.0,0.0,6,1,50,0,0,7006,1.0,0,448,647.0,3,0,6,127000
1176,7,1651,450.0,2.0,831.0,873,1999,1999,2,1999.0,0.0,7,1,60,103,0,8390,0.0,1,778,831.0,3,0,5,185900
1177,5,886,273.0,1.0,190.0,886,1938,1996,1,1938.0,0.0,4,0,30,20,144,5784,0.0,0,0,190.0,2,0,8,91300
1178,6,1700,544.0,2.0,1682.0,1700,2003,2003,2,2003.0,120.0,7,0,20,23,192,9135,1.0,0,0,1342.0,3,0,5,200000
1179,6,1846,315.0,1.0,1040.0,1168,1949,1950,2,1949.0,320.0,7,1,50,0,0,10496,0.0,0,678,844.0,3,0,6,143000
1180,5,1920,451.0,2.0,1052.0,1252,1958,1958,2,1958.0,0.0,8,1,50,0,0,13650,1.0,0,668,554.0,4,0,5,172500
1181,4,1088,520.0,2.0,1088.0,1088,1963,1963,1,2002.0,20.0,4,0,20,0,0,8308,0.0,0,0,115.0,2,0,6,110000
1182,4,1362,768.0,3.0,1040.0,1362,1957,1957,1,1982.0,160.0,6,1,20,0,0,9450,1.0,0,0,265.0,3,0,5,140000
1183,6,1314,440.0,2.0,1314.0,1314,2006,2006,2,2006.0,0.0,6,1,20,22,0,9317,0.0,0,0,1290.0,3,0,5,176432
1184,6,1294,496.0,2.0,1278.0,1294,1991,1991,2,1991.0,88.0,6,0,20,51,112,7153,1.0,0,0,78.0,3,0,5,179200
1185,7,1274,508.0,2.0,1274.0,1274,2005,2007,2,2005.0,80.0,6,0,20,98,264,8814,1.0,0,0,349.0,3,0,5,203000
1186,7,1689,954.0,3.0,1689.0,1689,2007,2007,2,2007.0,0.0,7,0,20,56,0,9849,0.0,0,0,1689.0,3,0,6,248328
1187,9,1641,885.0,3.0,1641.0,1641,2008,2008,2,2008.0,406.0,7,0,20,95,0,14463,1.0,0,0,526.0,3,0,5,316500
1188,7,1079,249.0,1.0,570.0,617,1948,1950,1,1948.0,0.0,5,1,50,0,135,5190,0.0,0,462,570.0,2,0,5,125600
1189,5,984,308.0,1.0,984.0,984,1959,1959,1,1959.0,164.0,5,0,20,0,0,9750,1.0,0,0,784.0,2,0,6,110000
1190,4,960,308.0,1.0,960.0,960,1920,1950,1,1997.0,0.0,5,0,30,0,0,6000,0.0,0,0,710.0,2,0,4,108500
1191,5,1044,504.0,2.0,540.0,1044,1952,1952,1,1952.0,0.0,4,0,20,0,0,8712,0.0,0,0,540.0,2,0,5,55993
1192,5,1633,240.0,1.0,1027.0,1027,1948,2009,1,1948.0,0.0,7,1,50,100,0,11851,0.0,0,606,247.0,3,0,7,129000
1193,6,1137,551.0,2.0,1112.0,1137,1987,1987,2,1987.0,72.0,5,1,20,0,125,13811,1.0,0,0,92.0,2,0,6,176000
1194,6,1380,364.0,1.0,1380.0,1380,1963,1963,1,1963.0,295.0,6,0,20,0,0,10143,0.0,1,0,996.0,3,216,7,154000
1195,6,1256,578.0,2.0,1256.0,1256,1986,1986,2,1986.0,228.0,6,1,20,0,282,18265,0.0,0,0,276.0,3,0,5,180000
1196,5,1142,528.0,2.0,1142.0,1142,1976,1976,1,1976.0,0.0,6,1,120,90,536,4224,1.0,1,0,268.0,3,0,5,134000
1197,6,2158,576.0,2.0,1202.0,2158,1950,2001,2,1950.0,0.0,7,1,20,29,0,12615,1.0,0,0,725.0,4,0,7,243000
1198,8,1629,808.0,3.0,1616.0,1629,2002,2003,2,2002.0,236.0,9,1,20,252,0,14536,1.0,0,0,316.0,3,0,5,270000
1199,6,1080,484.0,2.0,1084.0,1080,1983,1983,1,1983.0,0.0,5,0,20,0,120,9187,0.0,1,0,748.0,3,0,5,134000
1200,7,2646,656.0,3.0,1347.0,1372,1993,1993,2,1993.0,256.0,9,1,60,60,340,9900,1.0,1,1274,360.0,4,0,5,260000
1201,7,1491,484.0,2.0,738.0,738,2006,2006,2,2006.0,0.0,7,1,60,30,100,8333,0.0,1,753,738.0,3,0,5,168675
1202,6,1694,398.0,2.0,392.0,924,1994,1994,2,1994.0,32.0,7,1,80,64,256,10147,0.0,1,770,206.0,3,0,5,160000
1203,5,1080,0.0,0.0,684.0,684,1890,1996,1,1980.0,0.0,5,0,50,165,0,5914,0.0,0,396,684.0,3,0,9,95000
1204,6,1422,440.0,2.0,704.0,704,2005,2006,2,2005.0,0.0,7,1,60,28,36,11646,0.0,1,718,704.0,3,0,5,173000
1205,7,1301,572.0,2.0,1293.0,1301,2006,2006,2,2006.0,0.0,5,1,20,121,216,7200,1.0,0,0,1293.0,2,0,5,187750
1206,7,2093,542.0,2.0,791.0,1236,1986,1991,2,1986.0,123.0,7,1,60,63,364,20544,0.0,1,857,791.0,3,0,6,215000
1207,5,1073,270.0,1.0,1073.0,1073,1967,1967,1,1967.0,340.0,6,0,20,90,0,9981,0.0,0,0,852.0,3,0,5,120000
1208,7,1506,672.0,2.0,1494.0,1506,2005,2006,2,2005.0,143.0,7,1,20,35,192,8251,1.0,0,0,716.0,3,0,5,249000
1209,7,1334,477.0,2.0,1334.0,1334,1967,1967,2,1967.0,264.0,7,0,20,20,0,10140,1.0,0,0,713.0,3,264,6,164500
1210,7,1295,312.0,1.0,0.0,1295,1986,1986,2,1986.0,0.0,5,0,120,0,0,8239,0.0,0,0,0.0,2,0,5,230000
1211,7,1344,456.0,2.0,672.0,672,1929,1990,1,1979.0,0.0,6,1,70,0,0,5700,1.0,1,672,336.0,3,0,6,140000
1212,5,732,240.0,1.0,732.0,732,1952,1952,1,1952.0,0.0,4,0,20,68,0,7200,1.0,0,0,0.0,2,0,7,118900
1213,8,1468,904.0,3.0,1468.0,1468,2008,2008,2,2008.0,0.0,6,1,20,142,192,9178,0.0,0,0,1468.0,3,0,5,239900
1214,6,1069,440.0,2.0,1069.0,1069,1975,1975,2,1975.0,0.0,4,1,120,55,0,4043,0.0,0,0,186.0,2,225,5,146300
1215,5,1040,499.0,2.0,1040.0,1040,1975,1975,1,1975.0,0.0,6,0,120,100,0,4224,0.0,0,0,271.0,3,0,6,124000
1216,5,999,308.0,1.0,925.0,999,1963,1963,1,1963.0,0.0,6,0,190,176,40,11235,1.0,0,0,0.0,3,0,5,130000
1217,7,1349,539.0,2.0,1349.0,1349,2000,2001,2,2000.0,108.0,6,0,20,55,120,8450,0.0,0,0,1349.0,3,0,5,179000
1218,7,1442,500.0,2.0,1424.0,1442,1990,1990,2,1990.0,0.0,5,0,20,34,0,11851,0.0,0,0,1424.0,3,0,5,180500
1219,4,747,220.0,1.0,747.0,747,1945,1950,1,1945.0,0.0,4,0,30,0,0,4608,0.0,0,0,747.0,2,0,6,80000
1220,8,1578,840.0,3.0,1573.0,1578,2008,2009,2,2008.0,194.0,7,1,20,36,0,9262,0.0,0,0,1573.0,3,0,5,287090
1221,5,882,308.0,1.0,0.0,882,1956,1956,1,1956.0,0.0,4,0,20,45,0,12702,0.0,0,0,0.0,2,0,5,97000
1222,7,1511,398.0,2.0,1368.0,1511,2002,2002,2,2002.0,40.0,5,1,120,30,130,2938,1.0,0,0,330.0,2,0,5,246990
1223,6,1128,480.0,2.0,1302.0,1128,1964,1964,1,1964.0,138.0,6,1,20,108,0,18160,1.0,0,0,752.0,3,0,6,154204
